O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
29-2012.00,Medical and Clinical Laboratory Technicians,"Set up, maintain, calibrate, clean, and test sterility of medical laboratory equipment.",3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,"Prepare standard volumetric solutions or reagents to be combined with samples, following standardized formulas or experimental procedures.",3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,"Collect blood or tissue samples from patients, observing principles of asepsis to obtain blood sample.",3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,Supervise or instruct other technicians or laboratory assistants.,3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,Conduct blood tests for transfusion purposes and perform blood counts.,3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,"Obtain specimens, cultivating, isolating, and identifying microorganisms for analysis.",3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,Examine cells stained with dye to locate abnormalities.,3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,Consult with a pathologist to determine a final diagnosis when abnormal cells are found.,3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,Perform medical research to further control or cure disease.,3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,"Test raw materials, processes, or finished products to determine quality or quantity of materials or characteristics of a substance.",3.12,1,Healthcare Practitioners and Technical
29-2012.00,Medical and Clinical Laboratory Technicians,"Analyze and record test data to issue reports that use charts, graphs, or narratives.",3.12,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,"Cut sections of body tissues for microscopic examination, using microtomes.",3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,"Embed tissue specimens into paraffin wax blocks, or infiltrate tissue specimens with wax.",3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,Mount tissue specimens on glass slides.,3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,Stain tissue specimens with dyes or other chemicals to make cell details visible under microscopes.,3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,Freeze tissue specimens.,3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,"Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.",3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,"Archive diagnostic material, such as histologic slides and blocks.",3.04,1,Healthcare Practitioners and Technical
29-2012.01,Histology Technicians,"Maintain laboratory equipment, such as microscopes, mass spectrometers, microtomes, immunostainers, tissue processors, embedding centers, and water baths.",3.04,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Explain testing procedures to patients to obtain cooperation and reduce anxiety.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Monitor patients' blood pressure and heart rate using electrocardiogram (EKG) equipment during diagnostic or therapeutic procedures to notify the physician if something appears wrong.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Obtain and record patient identification, medical history, or test results.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Monitor patients' comfort and safety during tests, alerting physicians to abnormalities or changes in patient responses.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Prepare and position patients for testing.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Attach electrodes to the patients' chests, arms, and legs, connect electrodes to leads from the electrocardiogram (EKG) machine, and operate the EKG machine to obtain a reading.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Adjust equipment and controls according to physicians' orders or established protocol.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Check, test, and maintain cardiology equipment, making minor repairs when necessary, to ensure proper operation.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Supervise or train other cardiology technologists or students.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Compare measurements of heart wall thickness and chamber sizes to standard norms to identify abnormalities.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Maintain a proper sterile field during surgical procedures.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Observe ultrasound display screen and listen to signals to record vascular information, such as blood pressure, limb volume changes, oxygen saturation, or cerebral circulation.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Assist physicians in the diagnosis and treatment of cardiac or peripheral vascular treatments, such as implanting pacemakers or assisting with balloon angioplasties to treat blood vessel blockages.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Assess cardiac physiology and calculate valve areas from blood flow velocity measurements.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Operate diagnostic imaging equipment to produce contrast enhanced radiographs of heart and cardiovascular system.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Observe gauges, recorder, and video screens of data analysis system during imaging of cardiovascular system.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,Inject contrast medium into patients' blood vessels.,2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Transcribe, type, and distribute reports of diagnostic procedures for interpretation by physician.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Set up 24-hour Holter and event monitors, scan and interpret tapes, and report results to physicians.",2.07,1,Healthcare Practitioners and Technical
29-2031.00,Cardiovascular Technologists and Technicians,"Perform general administrative tasks, such as scheduling appointments or ordering supplies or equipment.",2.07,1,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Observe screen during scan to ensure that image produced is satisfactory for diagnostic purposes, making adjustments to equipment as required.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,Observe and care for patients throughout examinations to ensure their safety and comfort.,2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,Provide sonogram and oral or written summary of technical findings to physician for use in medical diagnosis.,2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,Select appropriate equipment settings and adjust patient positions to obtain the best sites and angles.,2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Operate ultrasound equipment to produce and record images of the motion, shape, and composition of blood, organs, tissues, or bodily masses, such as fluid accumulations.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Decide which images to include, looking for differences between healthy and pathological areas.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Prepare patient for exam by explaining procedure, transferring patient to ultrasound table, scrubbing skin and applying gel, and positioning patient properly.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Determine whether scope of exam should be extended, based on findings.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Obtain and record accurate patient history, including prior test results or information from physical examinations.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Maintain records that include patient information, sonographs and interpretations, files of correspondence, publications and regulations, or quality assurance records, such as pathology, biopsy, or post-operative reports.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Record and store suitable images, using camera unit connected to the ultrasound equipment.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Coordinate work with physicians or other healthcare team members, including providing assistance during invasive procedures.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Clean, check, and maintain sonographic equipment, submitting maintenance requests or performing minor repairs as necessary.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Perform clerical duties, such as scheduling exams or special procedures, keeping records, or archiving computerized images.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Perform legal and ethical duties, including preparing safety or accident reports, obtaining written consent from patient to perform invasive procedures, or reporting symptoms of abuse or neglect.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,Supervise or train students or other medical sonographers.,2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Perform medical procedures, such as administering oxygen, inserting and removing airways, taking vital signs, or giving emergency treatment, such as first aid or cardiopulmonary resuscitation (CPR).",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,"Maintain stock and supplies, preparing supplies for special examinations and ordering supplies when necessary.",2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,Process and code film from procedures and complete appropriate documentation.,2.02,0,Healthcare Practitioners and Technical
29-2032.00,Diagnostic Medical Sonographers,Load and unload film cassettes used to record images from procedures.,2.02,0,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Administer radiopharmaceuticals or radiation intravenously to detect or treat diseases, using radioisotope equipment, under direction of a physician.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Detect and map radiopharmaceuticals in patients' bodies, using a camera to produce photographic or computer images.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Process cardiac function studies, using computer.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Calculate, measure, and record radiation dosage or radiopharmaceuticals received, used, and disposed, using computer and following physician's prescription.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Record and process results of procedures.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Produce a computer-generated or film image for interpretation by a physician.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Prepare stock radiopharmaceuticals, adhering to safety standards that minimize radiation exposure to workers and patients.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Explain test procedures and safety precautions to patients and provide them with assistance during test procedures.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Perform quality control checks on laboratory equipment or cameras.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Dispose of radioactive materials and store radiopharmaceuticals, following radiation safety procedures.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Gather information on patients' illnesses and medical history to guide the choice of diagnostic procedures for therapy.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Maintain and calibrate radioisotope and laboratory equipment.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Measure glandular activity, blood volume, red cell survival, or radioactivity of patient, using scanners, Geiger counters, scintillometers, or other laboratory equipment.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Train or supervise student or subordinate nuclear medicine technologists.,2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Position radiation fields, radiation beams, and patient to allow for most effective treatment of patient's disease, using computer.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,"Add radioactive substances to biological specimens, such as blood, urine, or feces, to determine therapeutic drug or hormone levels.",2.49,1,Healthcare Practitioners and Technical
29-2033.00,Nuclear Medicine Technologists,Develop treatment procedures for nuclear medicine treatment programs.,2.49,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Position imaging equipment and adjust controls to set exposure time and distance, according to specification of examination.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Position patient on examining table and set up and adjust equipment to obtain optimum view of specific body area as requested by physician.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Monitor patients' conditions and reactions, reporting abnormal signs to physician.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Explain procedures and observe patients to ensure safety and comfort during scan.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Use radiation safety measures and protection devices to comply with government regulations and to ensure safety of patients and staff.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Review and evaluate developed x-rays, video tape, or computer-generated information to determine if images are satisfactory for diagnostic purposes.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Determine patients' x-ray needs by reading requests or instructions from physicians.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Prepare contrast material, radiopharmaceuticals, or anesthetic or antispasmodic drugs under the direction of a radiologist.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Process exposed radiographs using film processors or computer generated methods.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Operate mobile x-ray equipment in operating room, emergency room, or at patient's bedside.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Make exposures necessary for the requested procedures, rejecting and repeating work that does not meet established standards.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Operate or oversee operation of radiologic or magnetic imaging equipment to produce images of the body for diagnostic purposes.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Operate digital picture archiving communications systems.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Perform procedures, such as linear tomography, mammography, sonograms, joint and cyst aspirations, routine contrast studies, routine fluoroscopy, or examinations of the head, trunk, or extremities under supervision of physician.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Provide assistance to physicians or other technologists in the performance of more complex procedures.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Record, process, and maintain patient data or treatment records and prepare reports.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Take thorough and accurate patient medical histories.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Key commands and data into computer to document and specify scan sequences, adjust transmitters and receivers, or photograph certain images.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Operate fluoroscope to aid physician to view and guide wire or catheter through blood vessels to area of interest.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Set up examination rooms, ensuring that all necessary equipment is ready.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Transport patients to or from exam rooms.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Assist with on-the-job training of new employees or students or provide input to supervisors regarding training performance.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Maintain a current file of examination protocols.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Perform general administrative tasks, such as answering phones, scheduling patient appointments, or pulling and filing films.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Complete quality control activities, monitor equipment operation, and report malfunctioning equipment to supervisor.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Assign duties to radiologic staff to maintain patient flows and achieve production goals.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Provide assistance in dressing or changing seriously ill or injured patients or patients with disabilities.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,Coordinate work with clerical personnel or other technologists and technicians.,2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Perform supervisory duties, such as developing departmental operating budget, coordinating purchases of supplies or equipment, or preparing work schedules.",2.39,1,Healthcare Practitioners and Technical
29-2034.00,Radiologic Technologists and Technicians,"Provide students or other technicians and technologists with suggestions of additional views, alternate positioning, or improved techniques to ensure the images produced are of the highest quality.",2.39,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Review physicians' orders to confirm prescribed exams.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Conduct screening interviews of patients to identify contraindications, such as ferrous objects, pregnancy, prosthetic heart valves, cardiac pacemakers, or tattoos.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Select appropriate imaging techniques or coils to produce required images.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Operate magnetic resonance imaging (MRI) scanners.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Provide headphones or earplugs to patients to improve comfort and reduce unpleasant noise.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Position patients on cradle, attaching immobilization devices, if needed, to ensure appropriate placement for imaging.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Take brief medical histories from patients.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Inspect images for quality, using magnetic resonance scanner equipment and laser camera.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Intravenously inject contrast dyes, such as gadolinium contrast, in accordance with scope of practice.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Test magnetic resonance imaging (MRI) equipment to ensure proper functioning and performance in accordance with specifications.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Create backup copies of images by transferring images from disk to storage media or workstation.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Instruct medical staff or students in magnetic resonance imaging (MRI) procedures or equipment operation.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Write reports or notes to summarize testing procedures or outcomes for physicians or other medical professionals.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Comfort patients during exams, or request sedatives or other medication from physicians for patients with anxiety or claustrophobia.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Calibrate magnetic resonance imaging (MRI) console or peripheral hardware.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Troubleshoot technical issues related to magnetic resonance imaging (MRI) scanner or peripheral equipment, such as monitors or coils.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Connect physiological leads to physiological acquisition control (PAC) units.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Operate optical systems to capture dynamic magnetic resonance imaging (MRI) images, such as functional brain imaging, real-time organ motion tracking, or musculoskeletal anatomy and trajectory visualization.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Attach physiological monitoring leads to patient's finger, chest, waist, or other body parts.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Conduct inventories to maintain stock of clinical supplies.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,"Place and secure small, portable magnetic resonance imaging (MRI) scanners on body part to be imaged, such as arm, leg, or head.",2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Develop or otherwise produce film records of magnetic resonance images.,2.59,1,Healthcare Practitioners and Technical
29-2035.00,Magnetic Resonance Imaging Technologists,Schedule appointments for research subjects or clinical patients.,2.59,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Design the arrangement of radiation fields to reduce exposure to critical patient structures, such as organs, using computers, manuals, and guides.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Plan the use of beam modifying devices, such as compensators, shields, and wedge filters, to ensure safe and effective delivery of radiation treatment.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Identify and outline bodily structures, using imaging procedures, such as x-ray, magnetic resonance imaging, computed tomography, or positron emission tomography.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Calculate the delivery of radiation treatment, such as the amount or extent of radiation per session, based on the prescribed course of radiation therapy.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Calculate, or verify calculations of, prescribed radiation doses.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,Develop radiation treatment plans in consultation with members of the radiation oncology team.,2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Supervise or perform simulations for tumor localizations, using imaging methods such as magnetic resonance imaging, computed tomography, or positron emission tomography scans.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Create and transfer reference images and localization markers for treatment delivery, using image-guided radiation therapy.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Record patient information, such as radiation doses administered, in patient records.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,Advise oncology team members on use of beam modifying or immobilization devices in radiation treatment plans.,2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Fabricate beam modifying devices, such as compensators, shields, and wedge filters.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Perform quality assurance system checks, such as calibrations, on treatment planning computers.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Fabricate patient immobilization devices, such as molds or casts, for radiation delivery.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Develop requirements for the use of patient immobilization devices and positioning aides, such as molds or casts, as part of treatment plans to ensure accurate delivery of radiation and comfort of patient.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Teach medical dosimetry, including its application, to students, radiation therapists, or residents.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Conduct radiation oncology-related research, such as improving computer treatment planning systems or developing new treatment devices.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Develop treatment plans, and calculate doses for brachytherapy procedures.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Measure the amount of radioactivity in patients or equipment, using radiation monitoring devices.",2.65,1,Healthcare Practitioners and Technical
29-2036.00,Medical Dosimetrists,"Educate patients regarding treatment plans, physiological reactions to treatment, or post-treatment care.",2.65,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Prepare a major meal, following recipes and determining group food quantities.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,Supervise food production or service or assist dietitians or nutritionists in food service supervision or planning.,2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Plan menus or diets or guide individuals or families in food selection, preparation, or menu planning, based upon nutritional needs and established guidelines.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Develop job specifications, job descriptions, or work schedules.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,Attend interdisciplinary meetings with other health care professionals to discuss patient care.,2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Provide dietitians with assistance researching food, nutrition, or food service systems.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Select, schedule, or conduct orientation or in-service education programs.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Analyze menus or recipes, standardize recipes, or test new products.",2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,Determine food and beverage costs and assist in implementing cost control procedures.,2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,Refer patients to other relevant services to provide continuity of care.,2.75,1,Healthcare Practitioners and Technical
29-2051.00,Dietetic Technicians,"Deliver speeches on diet, nutrition, or health to promote healthy eating habits and illness prevention and treatment.",2.75,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Receive written prescription or refill requests and verify that information is complete and accurate.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Enter prescription information into computer databases.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Establish or maintain patient profiles, including lists of medications taken by individual patients.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Maintain proper storage and security conditions for drugs.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Receive and store incoming supplies, verify quantities against invoices, check for outdated medications in current inventory, and inform supervisors of stock needs and shortages.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Answer telephones, responding to questions or requests.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Assist customers by answering simple questions, locating items, or referring them to the pharmacist for medication information.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Operate cash registers to accept payment from customers.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Price and file prescriptions that have been filled.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Mix pharmaceutical preparations, according to written prescriptions.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Order, label, and count stock of medications, chemicals, or supplies and enter inventory data into computer.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Clean and help maintain equipment or work areas and sterilize glassware, according to prescribed methods.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Prepack bulk medicines, fill bottles with prescribed medications, and type and affix labels.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Compute charges for medication or equipment dispensed to hospital patients and enter data in computer.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Prepare and process medical insurance claim forms and records.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Transfer medication from vials to the appropriate number of sterile, disposable syringes, using aseptic techniques.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,"Restock intravenous (IV) supplies and add measured drugs or nutrients to IV solutions under sterile conditions to prepare IV packs for various uses, such as chemotherapy medication.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Supply and monitor robotic machines that dispense medicine into containers and label the containers.,2.44,1,Healthcare Practitioners and Technical
